sr,Model,Specifications,Processor,RAM,Storage,version,graphics card,Name,Cprice
86,Asus Vivobook Go 15 E510MA-EJ001W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home,Celeron N4020,4GB,256GB SSD,Win11 Home,,Asus Vivobook Go 15 E510MA-EJ001W Laptop,
87,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,13th Gen Core i5,16GB,512GB SSD,Win11 Home,6GB Graph,HP Omen 16-wd0880TX Gaming Laptop,
88,Infinix INBook Y1 Plus Neo 2023 XL30 Laptop (Intel Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home),Intel Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home,Intel Celeron N5100,4GB,128GB SSD,Win 11 Home,,Infinix INBook Y1 Plus Neo 2023 XL30 Laptop,
89,Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11,12th Gen Core i7,16GB,512GB SSD,Win11,,Asus Vivobook 15 X1502ZA-EJ741WS Laptop,
90,Lenovo Ideapad Gaming 3 82SB00NXIN Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,AMD Ryzen 5 7535HS,16GB,512GB SSD,Win11 Home,4GB Graph,Lenovo Ideapad Gaming 3 82SB00NXIN Laptop,
91,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11,AMD Ryzen 5 5500U,8GB,512GB SSD,Win11,,Dell Inspiron 3525 Laptop,
92,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home,13th Gen Core i9,32GB,1TB SSD,Win 11 Home,,Infinix Zerobook 2023 Laptop,
93,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop,
94,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,AMD Ryzen 7 7735HS,16GB,512GB SSD,Win11,6GB Graph,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop,
95,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,11th Gen Core i5,16GB,512GB SSD,Win11,4GB Graph,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop,
96,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,13th Gen Core i7,16GB,1TB SSD,Win11,6GB Graph,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop,
97,HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11,4GB Graph,HP Victus 15-fa0998TX Gaming Laptop,
98,HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home,Ryzen 3 3250U,8GB,512GB SSD,Win11 Home,,HP 255 G8 689T4PA Laptop,
99,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11,Ryzen 5 7530U,16GB,512GB SSD,Win11,,MSI Modern 14 C7M-062IN Laptop,
100,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,12th Gen Core i7,16GB,1TB SSD,Win11,8GB Graph,MSI Sword 15 A12VF-401IN Gaming Laptop,
101,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,12th Gen Core i5,16GB,512GB SSD,Win11,,Samsung Galaxy Book2 NP550XED-KA2IN Laptop,
102,Dell Vostro 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,12th Gen Core i5,8GB,512GB SSD,Win11,,Dell Vostro 3520 Laptop,
103,Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro,12th Gen Core i5,8GB,512GB SSD,Win11 Pro,,Dell Latitude 3430 Laptop,
104,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph,AMD Ryzen 9 6900HS,16GB,1TB SSD,Win11 Home,4GB Graph,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop,
105,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home,Ryzen 5-5600H,8GB,512GB SSD,Win11 Home,,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop,
106,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home,Ryzen 7-5800H,16GB,512GB SSD,Win11 Home,,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop,
107,HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Ryzen 5-5600H,8GB,512GB SSD,Win11,4GB Graph,HP Victus 16-e0352AX Gaming Laptop,
108,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,11th Gen Core i3,8GB,512GB SSD,Win11 Home,,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop,
109,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,12th Gen Core i5,8GB,512GB SSD,Win11,,Samsung Galaxy Book2 15 Laptop,
110,iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),AQC/ 2GB/ 32GB/Win10,AQC,2GB,32GB,Win10,,iBall Excelance CompBook Laptop,
111,Samsung Galaxy Book 4 Edge Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11,Snapdragon X Elite,16GB,512GB SSD,Win11,,Samsung Galaxy Book 4 Edge Laptop,
112,HP Victus 15-fa1216TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050,13th Gen Core i5,16GB,512GB SSD,Win11 Home,RTX 3050,HP Victus 15-fa1216TX Gaming Laptop,
113,HP Victus 15-fa1128TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,13th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,HP Victus 15-fa1128TX Gaming Laptop,
114,Lenovo Legion Pro 7i 2024 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),14th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph,14th Gen Core i9,32GB,1TB SSD,Win11 Home,12GB Graph,Lenovo Legion Pro 7i 2024 Gaming Laptop,
115,Asus Zenbook S13 OLED 2024 UX5304MA-NQ762WS Laptop ( Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11), Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11,Intel Core Ultra 7 155U,32GB,1TB SSD,Win11,,Asus Zenbook S13 OLED 2024 UX5304MA-NQ762WS Laptop,
116,Lenovo ThinkPad P14s 21HF001EIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro,13th Gen Core i7,16GB,512GB SSD,Win11 Pro,,Lenovo ThinkPad P14s 21HF001EIG Laptop,
117,Lenovo ThinkPad P14s 21HF001FIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics,13th Gen Core i7,16GB,512GB SSD,Win11 Pro,4GB Graphics,Lenovo ThinkPad P14s 21HF001FIG Laptop,
118,Asus Zenbook S13 OLED 2024 UX5304MA-NQ752WS Laptop ( Intel Core Ultra 7 155U/ 16GB/ 1TB SSD/ Win11), Intel Core Ultra 7 155U/ 16GB/ 1TB SSD/ Win11,Intel Core Ultra 7 155U,16GB,1TB SSD,Win11,,Asus Zenbook S13 OLED 2024 UX5304MA-NQ752WS Laptop,
119,HP Envy x360 14-fc0106TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11,Intel Core Ultra 7 155U,16GB,512GB SSD,Win11,,HP Envy x360 14-fc0106TU Laptop,
120,MSI Katana A17 AI B8VF-845IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,AMD Ryzen 7 8845HS,16GB,1TB SSD,Win11 Home,8GB Graph,MSI Katana A17 AI B8VF-845IN Gaming Laptop,
121,Apple MacBook Air 2024 MRYN3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),Apple M3/ 8GB/ 512GB SSD/ MacOS,Apple M3,8GB,512GB SSD,MacOS,,Apple MacBook Air 2024 MRYN3HN/A Laptop,
122,Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),Apple M3/ 8GB/ 256GB SSD/ MacOS,Apple M3,8GB,256GB SSD,MacOS,,Apple MacBook Air 15 2024 MRYR3HN/A Laptop,
123,Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),Apple M3/ 8GB/ 512GB SSD/ MacOS,Apple M3,8GB,512GB SSD,MacOS,,Apple MacBook Air 2024 MRXW3HN/A Laptop,
124,Apple MacBook Air 15 2024 Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),Apple M3/ 16GB/ 512GB SSD/ MacOS,Apple M3,16GB,512GB SSD,MacOS,,Apple MacBook Air 15 2024 Laptop,
125,MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph,14th Gen Core i7,32GB,1TB SSD,Win11 Home,8GB Graph,MSI Vector 16 HX A14VGG-279IN Gaming Laptop,
126,Xiaomi Redmi Book Pro 16 2024 Laptop (Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11),Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11,Intel Core Ultra 5,32GB,1TB SSD,Win 11,,Xiaomi Redmi Book Pro 16 2024 Laptop,
127,Xiaomi Redmi Book Pro 14 2024 Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11),Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11,Intel Core Ultra 5,16GB,512GB SSD,Win 11,,Xiaomi Redmi Book Pro 14 2024 Laptop,
128,Lenovo Legion Y9000K 2024 Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 16GB Graph),14th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 16GB Graph,14th Gen Core i9,64GB,2TB SSD,Win11,16GB Graph,Lenovo Legion Y9000K 2024 Gaming Laptop,
129,Samsung Galaxy Book 4 360 NP750QGK-KG3IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 1TB SSD/ Win11),Intel Core 7 Processor 150U/ 16GB/ 1TB SSD/ Win11,Intel Core 7 Processor 150U,16GB,1TB SSD,Win11,,Samsung Galaxy Book 4 360 NP750QGK-KG3IN Laptop,
130,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG1IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11,Intel Core Ultra 7,16GB,512GB SSD,Win11,,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG1IN Laptop,
131,Samsung Galaxy Book 4 360 NP750QGK-KG2IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11,Intel Core 7 Processor 150U,16GB,512GB SSD,Win11,,Samsung Galaxy Book 4 360 NP750QGK-KG2IN Laptop,
132,Samsung Galaxy Book 4 360 NP750QGK-KG1IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11,Intel Core 5 Processor 120U,16GB,512GB SSD,Win11,,Samsung Galaxy Book 4 360 NP750QGK-KG1IN Laptop,
133,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11,Intel Core Ultra 7,16GB,1TB SSD,Win11,,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG2IN Laptop,
134,Acer Aspire Lite AL15-51 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),11th Gen Core i7/ 16GB/ 512GB SSD/ Win11,11th Gen Core i7,16GB,512GB SSD,Win11,,Acer Aspire Lite AL15-51 Laptop,
135,Samsung Galaxy Book 4 Pro 14 NP940XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11,Intel Core Ultra 7,32GB,1TB SSD,Win11,,Samsung Galaxy Book 4 Pro 14 NP940XGK-KG3IN Laptop,
136,Samsung Galaxy Book 4 Pro 14 NP940XGK-KS1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11,Intel Core Ultra 5,16GB,512GB SSD,Win11,,Samsung Galaxy Book 4 Pro 14 NP940XGK-KS1IN Laptop,
137,Samsung Galaxy Book 4 Pro NP960XGK-KG1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11,Intel Core Ultra 5,16GB,512GB SSD,Win11,,Samsung Galaxy Book 4 Pro NP960XGK-KG1IN Laptop,
138,Samsung Galaxy Book 4 Pro NP960XGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11,Intel Core Ultra 7,16GB,512GB SSD,Win11,,Samsung Galaxy Book 4 Pro NP960XGK-KG2IN Laptop,
139,Samsung Galaxy Book 4 Pro NP960XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11,Intel Core Ultra 7,32GB,1TB SSD,Win11,,Samsung Galaxy Book 4 Pro NP960XGK-KG3IN Laptop,
140,Lenovo IdeaPad Slim 5 83DA0049IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11,Intel Core Ultra 5,16 GB RAM,1TB SSD,Win 11,,Lenovo IdeaPad Slim 5 83DA0049IN Laptop,
141,Asus VivoBook 15 X1500EA-EJ111WS Laptop (Intel Pentium Gold/ 8GB/ 256GB SSD/ Win11),Intel Pentium Gold/ 8GB/ 256GB SSD/ Win11,Intel Pentium Gold,8GB,256GB SSD,Win11,,Asus VivoBook 15 X1500EA-EJ111WS Laptop,
142,Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,13th Gen Core i5,16GB,512GB SSD,Win11,6GB Graph,Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop,
143,HP 15-fd0221TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,13th Gen Core i5,16GB,512GB SSD,Win11 Home,,HP 15-fd0221TU Laptop,
144,HP Pavilion x360 14-ek0183TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,12th Gen Core i3,8GB,512GB SSD,Win11,,HP Pavilion x360 14-ek0183TU Laptop,
145,Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home,13th Gen Core i5,16GB,512GB SSD,Win 11 Home,,Infinix INBook Y4 Max Series Laptop,
146,HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,12th Gen Core i5,8GB,512GB SSD,Win11,4GB Graph,HP Victus 15-fa1124TX Gaming Laptop,
147,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home,13th Gen Core i3,16GB,512GB SSD,Win 11 Home,,Infinix INBook Y4 Max Series YL613 Laptop,
148,HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS,AMD Ryzen 3 3250U,8 GB RAM,512 GB SSD,DOS,,HP 245 G9 841W7PA Laptop,
149,HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,12th Gen Core i5,16GB,512GB SSD,Win11 Home,,HP 15s-fr5011TU Laptop,
150,Lenovo V15 G4 ?82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home,Ryzen 5 7520U,8GB,512GB SSD,Win11 Home,,Lenovo V15 G4 ?82YU00W9IN Laptop,
151,Lenovo Legion Pro 5 161IRX9 Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph,14th Gen Core i9,32GB,1TB SSD,Win11,8GB Graph,Lenovo Legion Pro 5 161IRX9 Laptop,
152,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home,AMD Ryzen 5 5500U,8GB,512GB SSD,Win11 Home,,Lenovo IdeaPad Slim 1 82R400BGIN Laptop,
153,Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home,11th Gen Core i5,16GB,512GB SSD,Win 11 Home,,Infinix INBook Y2 Plus Laptop,
154,Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,AMD Ryzen 7 6800H,16GB,512GB SSD,Win11 Home,4GB Graph,Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop,
155,Xiaomi Redmi Book 14 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11,13th Gen Core i5,16GB,512GB SSD,Win 11,,Xiaomi Redmi Book 14 2024 Laptop,
156,Xiaomi Redmi Book 16 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11,13th Gen Core i5,16GB,512GB SSD,Win 11,,Xiaomi Redmi Book 16 2024 Laptop,
157,Samsung Galaxy Book 4 360 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,13th Gen Core i7,16GB,512GB SSD,Win11,,Samsung Galaxy Book 4 360 Laptop,
158,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple M3 Max/ 36GB/ 1TB SSD/ macOS,Apple M3 Max,36GB,1TB SSD,macOS,,Apple MacBook Pro 16 2023 Laptop,
159,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple M3 Pro/ 18GB/ 512GB SSD/ macOS,Apple M3 Pro,18GB,512GB SSD,macOS,,Apple MacBook Pro 14 2023 Laptop,
160,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph,AMD Ryzen 7 7840HS,16GB,512GB SSD,Win11,8GB Graph,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop,
161,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home,AMD Athlon Silver 7120U,8GB,512GB SSD,Win11 Home,,Lenovo V15 G4 Laptop,
162,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),Apple M3/ 8GB/ 512GB SSD/ macOS,Apple M3,8GB,512GB SSD,macOS,,Apple MacBook Pro 14 2023 Laptop,
163,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,12th Gen Core i3,8GB,512GB SSD,Win11,,Acer Aspire Lite AL15-52 Laptop,
164,Gigabyte G5 MF-G2IN313SH Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,12th Gen Core i7,16GB,512GB SSD,Win11 Home,6GB Graph,Gigabyte G5 MF-G2IN313SH Laptop,
165,Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home,AMD Ryzen 5 7520U,8GB,512GB SSD,Win11 Home,,Lenovo V15 G4 Laptop,
166,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics,13th Gen Core i5,16GB,512GB SSD,Win11,4GB Graphics,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop,
167,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,12th Gen Core i5,16GB,512GB SSD,Win11 Home,,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop,
168,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home,11th Gen Core i3,8GB,512GB SSD,Win11 Home,,Zebronics Pro Series Y ZEB-NBC 1S Laptop,
169,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,12th Gen Core i5,8GB,512GB SSD,Win11,4GB Graph,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop,
170,MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,AMD Ryzen 5 7535HS,8GB,512GB SSD,Win11 Home,4GB Graph,MSI Bravo 15 B7ED-012IN Gaming Laptop,
171,Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home,13th Gen Core i9,16GB,512GB SSD,Win11 Home,,Asus Vivobook 16 2023 X1605VA-MB947WS Laptop,
172,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,12th Gen Core i5,16GB,512GB SSD,Win11,,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop,
173,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),12th Gen Core i3/ 12GB/ 512GB SSD/ Win11,12th Gen Core i3,12GB,512GB SSD,Win11,,Chuwi FreeBook Laptop,
174,HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11,12th Gen Core i5,8 GB RAM,512 GB SSD,Win 11,,HP 15S-FQ5202TU Laptop,
